wkt_geom,RAILID,RAILNAME,RAILTYPE,BRITUNNAME,異動日期_西元年月,SOURCE,DEFINITION,坐標系統
"MultiLineString ((203837.40320000046631321 2677864.67149999924004078, 203840.73869999923044816 2677876.8882999992929399, 203844.97109999929671176 2677891.07129999995231628, 203848.11629999929573387 2677903.16669999994337559, 203864.74569999886443838 2677963.49769999925047159, 203880.79870000074151903 2678022.897299999371171, 203891.08150000052410178 2678059.30810000095516443, 203915.95610000053420663 2678148.97270000027492642, 203932.89869999955408275 2678210.86109999846667051, 203945.43930000008549541 2678255.37930000061169267, 203950.80629999953089282 2678275.92189999995753169, 203968.88050000081420876 2678341.67090000119060278, 203978.75409999920520931 2678376.54329999908804893, 203985.23390000103972852 2678402.26330000068992376, 204009.00550000043585896 2678488.61350000090897083, 204012.86109999939799309 2678501.98649999964982271, 204016.25210000085644424 2678516.20410000067204237, 204020.10789999959524721 2678529.57709999941289425, 204034.34489999996731058 2678582.61250000074505806, 204064.92130000056931749 2678692.40169999981299043, 204073.45630000054370612 2678724.47269999887794256, 204090.18130000017117709 2678785.53469999972730875, 204094.76669999957084656 2678801.13990000169724226, 204127.78409999975701794 2678920.38450000155717134, 204142.20230000087758526 2678971.42750000022351742, 204145.17770000037853606 2678983.51630000025033951, 204150.09630000023753382 2679000.74690000060945749, 204153.07149999990360811 2679012.83550000051036477, 204154.90069999996921979 2679019.74100000131875277))",B0000000169,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((203827.34450000058859587 2677827.83029999863356352, 203837.40320000046631321 2677864.67149999924004078))",B0000000170,臺鐵縱貫線(海線),1,山腳排水橋,202203,0,0,
"MultiLineString ((203462.25920000032056123 2676506.98250000085681677, 203468.02589999907650054 2676526.58990000002086163, 203472.53030000010039657 2676542.84549999982118607, 203478.26629999926080927 2676559.96630000043660402, 203485.89649999875109643 2676586.75589999882504344, 203498.05570000025909394 2676627.30169999971985817, 203501.40590000059455633 2676641.93649999890476465, 203505.52390000072773546 2676657.15210000053048134, 203508.87409999882220291 2676671.7867000000551343, 203526.73269999877084047 2676737.96630000043660402, 203533.92569999911938794 2676763.044299999717623, 203537.12970000089262612 2676779.11169999931007624, 203540.82150000031106174 2676790.19270000094547868, 203544.02569999964907765 2676806.25990000041201711, 203547.71750000127940439 2676817.3409000001847744, 203551.08430000132648274 2676833.00009999889880419, 203557.10770000008051284 2676853.04109999816864729, 203560.47430000032181852 2676868.70069999946281314, 203565.18530000012833625 2676887.40990000031888485, 203568.55210000017541461 2676903.06929999915882945, 203573.26309999998193234 2676921.77850000001490116, 203577.76030000118771568 2676938.69590000109747052, 203583.27309999958379194 2676957.45290000084787607, 203587.77050000059534796 2676974.37049999926239252, 203593.28350000100908801 2676993.12749999901279807, 203607.27269999962300062 2677046.28289999952539802, 203612.34470000001601875 2677064.03429999947547913, 203612.35889999981736764 2677064.08390000090003014, 203612.39350000020931475 2677064.20509999897330999, 203617.38830000083544292 2677083.52529999986290932, 203632.07929999992484227 2677135.63149999966844916, 203660.57989999977871776 2677238.25849999999627471, 203676.75530000060098246 2677297.60110000055283308, 203680.21629999985452741 2677312.49589999904856086, 203683.93450000078883022 2677325.75290000159293413, 203687.39549999998416752 2677340.64770000008866191, 203703.34270000041578896 2677396.02370000071823597, 203709.48489999934099615 2677414.71429999964311719, 203715.82969999863416888 2677434.96270000096410513, 203720.27209999872138724 2677450.70130000030621886, 203723.06909999920753762 2677459.53270000033080578, 203730.10510000021895394 2677478.25469999993219972, 203735.55869999941205606 2677497.20030000014230609, 203739.61589999968418851 2677509.71090000029653311, 203744.45509999961359426 2677527.76009999867528677, 203748.51229999988572672 2677540.27070000115782022, 203757.72709999908693135 2677574.34869999997317791, 203760.83229999939794652 2677584.99530000006780028, 203765.20790000085253268 2677601.02410000050440431, 203773.524300000135554 2677629.77729999972507358, 203781.27129999949829653 2677659.15129999909549952, 203786.48250000068219379 2677677.25750000076368451, 203803.37490000086836517 2677737.57549999933689833, 203824.81389999968814664 2677818.56149999983608723, 203827.34450000058859587 2677827.83029999863356352))",B0000000171,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((203444.67560000065714121 2676447.19620000058785081, 203462.25920000032056123 2676506.98250000085681677))",B0000000172,臺鐵縱貫線(海線),1,龍井排水橋,202203,0,0,
"MultiLineString ((203443.97110000054817647 2672382.09969999920576811, 203435.41010000088135712 2672430.83050000015646219, 203432.67590000055497512 2672444.5073000006377697, 203430.80270000017480925 2672457.46130000054836273, 203429.28550000075483695 2672465.05009999964386225, 203427.41230000037467107 2672478.00410000002011657, 203423.38449999876320362 2672498.75410000141710043, 203418.60009999998146668 2672530.1624999986961484, 203414.95270000051823445 2672549.18909999961033463, 203413.33029999904101714 2672561.31550000095739961, 203412.14110000056098215 2672567.51909999921917915, 203410.51889999891864136 2672579.64530000137165189, 203407.83870000048773363 2672593.27109999908134341, 203406.58669999957783148 2672607.56509999884292483, 203403.90670000098180026 2672621.19089999888092279, 203402.07869999977992848 2672640.31749999988824129, 203399.39849999913712963 2672653.94330000039190054, 203386.16810000003897585 2672715.52930000005289912, 203375.75989999971352518 2672760.10849999962374568, 203356.26329999981680885 2672845.42109999945387244, 203340.76609999968786724 2672914.2556999996304512, 203313.03789999976288527 2673041.57809999957680702, 203288.45910000024014153 2673146.20089999912306666, 203265.16929999974672683 2673251.48110000090673566, 203257.65449999924749136 2673284.06409999961033463, 203242.1658999997889623 2673348.87290000077337027, 203225.1218999995617196 2673423.86370000010356307, 203212.93049999978393316 2673481.77930000005289912, 203209.88889999891398475 2673497.37470000004395843, 203207.4857000010961201 2673515.1068999981507659, 203204.44390000039129518 2673530.7022999981418252, 203195.47869999904651195 2673597.21110000042244792, 203184.80750000031548552 2673681.50350000057369471, 203172.48209999929531477 2673775.53070000046864152, 203169.31450000061886385 2673800.34860000107437372))",B0000000173,臺鐵縱貫線(海線),2,,202203,0,0,
"MultiLineString ((203169.31450000061886385 2673800.34860000107437372, 203167.19229999964591116 2673816.97570000030100346))",B0000000174,臺鐵縱貫線(海線),1,頂街橋,202203,0,0,
"MultiLineString ((209870.98220000037690625 2667347.68690000008791685, 209834.65790000086417422 2667352.15470000077039003, 209386.77449999933014624 2667405.22089999914169312, 209295.4647000003606081 2667419.03429999854415655, 209207.09269999887328595 2667437.2713000001385808, 209148.86829999973997474 2667452.54130000108852983, 209103.77570000028936192 2667465.52590000117197633, 209075.17410000105155632 2667474.5606999984011054, 209009.47530000071856193 2667497.91389999864622951, 208884.86789999954635277 2667545.95209999941289425, 208801.23470000032102689 2667579.22890000138431787, 208617.8031000001647044 2667658.85700000170618296))",B0000000175,臺鐵臺中線(山線),2,,202203,0,0,
"MultiLineString ((208617.8031000001647044 2667658.85700000170618296, 208548.16459999873768538 2667674.68400000082328916, 208420.28290000051492825 2667724.06399999931454659, 208339.24899999902117997 2667755.24310000147670507, 208239.85580000106710941 2667794.81049999874085188, 208017.0124999996914994 2667885.65709999902173877, 207967.15760000038426369 2667901.95879999920725822, 207932.33830000081798062 2667910.50539999920874834, 207888.1211000009207055 2667917.4124999986961484, 207851.23010000115027651 2667921.20849999878555536, 207810.58810000060475431 2667922.06450000125914812, 207769.95409999910043553 2667921.60150000033900142, 207734.51310000056400895 2667918.81350000016391277, 207697.5300999995379243 2667913.80330000072717667, 207655.47510000033071265 2667906.4112999988719821, 207624.72109999996609986 2667898.59830000018700957, 207595.48809999990044162 2667889.71829999983310699, 207559.25710000045364723 2667875.94910000078380108, 207526.18010000151116401 2667861.84309999970719218, 207471.6610999999102205 2667832.60390000138431787, 207440.45909999962896109 2667813.44190000044181943, 207418.79709999985061586 2667797.90389999933540821, 207393.38809999998193234 2667777.99990000063553452, 207349.00230000063311309 2667739.92170000029727817, 207332.04730000006384216 2667723.61970000015571713, 207313.86330000113230199 2667702.94349999912083149, 207277.37829999913810752 2667658.90149999922141433, 207261.16929999916465022 2667636.7774999993853271, 207219.81350000068778172 2667564.42829999979585409, 207200.17250000050989911 2667522.15230000019073486, 207177.13549999924725853 2667457.95109999971464276, 207164.20370000024558976 2667412.08889999985694885, 207137.33630000043194741 2667324.95910000009462237))",B0000000176,臺鐵臺中線(山線),2,,202203,0,0,
"MultiLineString ((208617.8031000001647044 2667658.85700000170618296, 208550.53429999956279062 2667686.00129999965429306, 208496.09029999989434145 2667707.11969999969005585, 208393.56520000039017759 2667746.9306000005453825, 208299.99820000008912757 2667783.73159999959170818, 208071.77369999946677126 2667874.41999999899417162, 208027.29999999940628186 2667891.82959999982267618, 207985.67509999946923926 2667906.86519999988377094, 207948.16530000016791746 2667918.1022999994456768, 207922.36739999952260405 2667924.27480000071227551, 207890.23869999963790178 2667930.44729999965056777, 207853.50289999874075875 2667935.72450000047683716, 207818.64510000028531067 2667938.02549999998882413, 207790.25090000132331625 2667938.05450000101700425, 207757.48610000056214631 2667936.60050000157207251, 207719.60309999895980582 2667932.57450000056996942, 207682.48309999951743521 2667926.81049999920651317, 207617.50469999969936907 2667914.58809999981895089, 207582.22330000027432106 2667908.7521000006236136, 207548.31450000021141022 2667904.47389999963343143, 207526.59949999983655289 2667903.34369999822229147, 207495.60670000026584603 2667902.89869999978691339, 207462.54569999940576963 2667904.43830000003799796, 207415.01829999889014289 2667910.2838999992236495))",B0000000177,臺鐵成追線,2,,202203,0,0,
"MultiLineString ((210982.87650000108988024 2667213.33170000091195107, 210943.93169999963720329 2667219.39289999892935157, 210887.39949999994132668 2667225.21209999918937683, 210841.07349999959114939 2667232.03050000034272671, 210739.04470000075525604 2667242.42689999891445041, 210472.83150000139721669 2667276.02090000081807375, 210100.45189999946160242 2667319.46249999944120646, 209915.56020000105490908 2667342.20390000008046627))",B0000000178,臺鐵臺中線(山線),2,,202203,0,0,
"MultiLineString ((209915.56020000105490908 2667342.20390000008046627, 209870.98220000037690625 2667347.68690000008791685))",B0000000179,臺鐵臺中線(山線),1,學田橋,202203,0,0,
"MultiLineString ((215286.81670000037411228 2700112.24780000001192093, 215285.94550878851441666 2700115.12067101709544659))",B0000000180,臺鐵縱貫線(海線),1,,202203,0,0,
"MultiLineString ((215427.75490000107674859 2697538.0160000016912818, 215575.60290000069653615 2697719.71729999873787165, 215626.03770000106305815 2697785.73450000025331974, 215666.43769999875803478 2697848.78769999835640192, 215695.10369999887188897 2697903.75789999915286899, 215719.98489999922458082 2697960.15729999868199229, 215736.83129999879747629 2698010.14490000018849969, 215753.10529999906430021 2698072.45969999907538295, 215764.30750000098487362 2698134.23409999953582883, 215771.38450000068405643 2698208.75650000059977174, 215771.64350000064587221 2698283.68410000018775463, 215769.11250000013387762 2698318.42409999947994947, 215763.44789999967906624 2698368.02470000088214874, 215758.55850000088685192 2698396.05189999844878912, 215738.06229999969946221 2698482.24550000112503767, 215661.29909999953815714 2698764.09749999921768904, 215644.78909999958705157 2698818.754700000397861, 215544.6615000010933727 2699180.71370000019669533, 215544.64790000070934184 2699180.7613999992609024, 215537.23149999981978908 2699207.24980000033974648, 215536.10019999952055514 2699211.30230000056326389, 215534.99849999989964999 2699215.24879999924451113, 215532.56410000071628019 2699223.96930000046268106, 215529.57619999977760017 2699234.67230000020936131, 215528.41459999943617731 2699238.83319999929517508, 215527.27419999893754721 2699242.91840000171214342, 215520.52409999899100512 2699267.09850000124424696, 215494.3625000003085006 2699360.60610000044107437, 215409.94479999935720116 2699668.59930000081658363, 215369.79889999964507297 2699813.01180000137537718, 215343.93460000003688037 2699906.05070000002160668, 215333.2188999992213212 2699944.44549999851733446, 215332.24609999908716418 2699947.93119999906048179, 215331.331399999151472 2699951.20849999971687794, 215325.53230000013718382 2699971.98650000151246786, 215320.23869999963790178 2699991.17459999956190586, 215320.1104999995441176 2699991.63830000022426248, 215319.81149999983608723 2699992.72189999930560589, 215287.04010000094422139 2700111.51089999964460731, 215286.81670000037411228 2700112.24780000001192093))",B0000000181,臺鐵縱貫線(海線),2,,202203,0,0,
